lon;lat;Model1;Model2;Model3;GSMaP
90,38 ;-9,38 ;21,66;10,28;15,38;52,8
90,38 ;-9,25 ;20,91;10,89;14,97;48
90,38 ;-9,13 ;19,06;10,94;15,38;42,96
90,38 ;-9,00 ;17,22;11,03;14,89;28,08
90,38 ;-8,88 ;18,5;10,58;19,94;36
90,38 ;-8,75 ;19,03;11,58;32,45;33,36
90,38 ;-8,63 ;18,34;10,59;47,31;60,96
90,38 ;-8,50 ;16,66;10,53;66,16;72,96
90,38 ;-8,38 ;16,06;10,62;63,5;79,44
90,38 ;-8,25 ;14,44;13,48;37,66;85,68
90,38 ;-8,13 ;14,5;17,58;19,66;73,44
90,38 ;-8,00 ;14,31;17,8;18,86;65,76
90,38 ;-7,88 ;16,03;19,36;18,86;65,52
90,38 ;-7,75 ;17,97;19,33;16,67;64,56
90,38 ;-7,63 ;18,97;19,3;15,92;73,44
90,38 ;-7,50 ;19,09;17,08;18,84;72
90,38 ;-7,38 ;18,5;18,47;20,89;57,6
90,38 ;-7,25 ;17,69;19,33;23,06;55,2
90,38 ;-7,13 ;17,28;17,7;22,31;62,88
90,38 ;-7,00 ;18,16;18,5;21,11;83,76
90,38 ;-6,88 ;16,94;19,64;21,47;91,92
90,38 ;-6,75 ;18,69;19,89;20,73;89,28
90,38 ;-6,63 ;19,28;20,91;20,92;80,88
90,38 ;-6,50 ;17,19;25;21,25;55,2
90,38 ;-6,38 ;15,09;25,06;20,91;44,64
90,38 ;-6,25 ;13,88;25,02;20,89;30,48
90,38 ;-6,13 ;14,34;25,22;21;27,36
90,38 ;-6,00 ;15,84;26,86;22,36;13,2
90,38 ;-5,88 ;16,66;24,88;23,5;18,72
90,38 ;-5,75 ;17,81;25,42;27,08;18,96
90,38 ;-5,63 ;18,34;23,17;28,03;15,6
90,38 ;-5,50 ;18,84;24,16;29,58;8,88
90,38 ;-5,38 ;19,75;25,62;31,59;8,16
90,38 ;-5,25 ;22,69;28,36;32,95;9,36
90,38 ;-5,13 ;19,53;27,14;30,67;12
90,38 ;-5,00 ;20,12;27,53;28,08;17,28
90,38 ;-4,88 ;20,97;29,14;28,2;17,52
90,38 ;-4,75 ;20,72;27,12;30,56;16,8
90,38 ;-4,63 ;18,91;26,62;31,7;33,6
90,38 ;-4,50 ;18,66;29,84;33,58;31,68
90,38 ;-4,38 ;19,19;28,92;33,44;11,28
90,38 ;-4,25 ;18,31;29,72;29,7;3,6
90,38 ;-4,13 ;18,41;31,67;23,34;3,12
90,38 ;-4,00 ;18,81;30,06;21,34;0
90,38 ;-3,88 ;20,91;29,08;18,89;0
90,38 ;-3,75 ;26,84;34,59;19,64;0,24
90,38 ;-3,63 ;26,44;34,92;21,14;0,96
90,38 ;-3,50 ;28,06;35,7;20,88;1,92
90,38 ;-3,38 ;21,12;35,22;20,95;3,36
90,38 ;-3,25 ;17;30,75;23,38;0,72
90,38 ;-3,13 ;16,22;29,53;21,94;0,48
90,38 ;-3,00 ;21,47;31,03;19,34;0
90,38 ;-2,88 ;23,5;28,36;17,02;0
90,38 ;-2,75 ;23,44;25,31;13,89;0
90,38 ;-2,63 ;22,03;23,97;11,67;0
90,38 ;-2,50 ;21,81;25,06;10,45;0
90,38 ;-2,38 ;22,75;25,27;8,66;0
90,38 ;-2,25 ;20,41;24,06;7,98;0
90,38 ;-2,13 ;19,41;24,17;7,81;0
90,38 ;-2,00 ;18,41;23,16;8,39;0
90,38 ;-1,88 ;17,19;22,98;8,27;0
90,38 ;-1,75 ;17,12;21,41;9,38;0
90,38 ;-1,63 ;18,91;22,67;9,41;0
90,38 ;-1,50 ;19,31;21,73;12,03;0
90,38 ;-1,38 ;15,38;18,77;13,02;0
90,38 ;-1,25 ;15,53;18,7;11,78;0,24
90,38 ;-1,13 ;14,25;17,69;11,3;0,48
90,38 ;-1,00 ;13,91;18,14;9,53;0,24
90,38 ;-0,88 ;12,78;20,08;8,83;0
90,38 ;-0,75 ;14,47;18,8;8,03;0
90,38 ;-0,63 ;14,19;18,33;7,53;0
90,38 ;-0,50 ;14,03;16,31;6,97;0,24
90,38 ;-0,38 ;15,41;15,58;6,91;6
90,38 ;-0,25 ;14,91;16,34;6,75;1,68
90,38 ;-0,13 ;17,53;19,55;7,16;7,2
90,38 ;0,00 ;16,97;19,64;7,39;5,52
90,38 ;0,13 ;15,59;19,25;6,91;4,56
90,38 ;0,25 ;15,56;19,06;8,77;3,36
90,38 ;0,38 ;16,53;18,5;8,58;4,08
90,38 ;0,50 ;16,75;20,5;8,27;11,76
90,38 ;0,63 ;16,81;18,39;8,42;15,6
90,38 ;0,75 ;15,75;16,75;7,75;10,8
90,38 ;0,88 ;14,03;15,75;8,88;5,28
90,38 ;1,00 ;14,09;14,95;8,44;4,8
90,38 ;1,13 ;11,25;14,38;9,75;2,88
90,38 ;1,25 ;10,91;12,94;11,31;5,04
90,38 ;1,38 ;10,78;12,98;11,25;10,8
90,38 ;1,50 ;10,75;11,17;12,41;11,04
90,38 ;1,63 ;10,88;11,33;12,27;6,48
90,38 ;1,75 ;11,12;12;11,59;3,84
90,38 ;1,88 ;11;12,34;11,33;2,4
90,38 ;2,00 ;11,19;12,83;10,73;2,16
90,38 ;2,13 ;11,38;12,41;8,08;6,48
90,38 ;2,25 ;12,53;12,69;9,03;7,44
90,38 ;2,38 ;12,19;10,78;7,77;9,36
90,38 ;2,50 ;13,59;9,36;10,11;21,12
90,38 ;2,63 ;14,78;9,95;12,98;28,8
90,38 ;2,75 ;14,66;11,78;12,8;33,84
90,38 ;2,88 ;19,09;12,17;10,98;32,16
90,38 ;3,00 ;26,59;12,17;11,33;25,44
90,38 ;3,13 ;30;11,95;10,53;22,08
90,38 ;3,25 ;26,84;14,14;12,25;19,44
90,38 ;3,38 ;26,16;18,25;14,62;19,68
90,38 ;3,50 ;32,06;20,64;14,45;26,64
90,38 ;3,63 ;33,72;24,42;12,08;32,64
90,38 ;3,75 ;27,28;20,73;13,7;37,44
90,38 ;3,88 ;26,25;13,95;14,33;38,88
90,38 ;4,00 ;25,34;12,44;11,95;54,96
90,38 ;4,13 ;29;12,02;9,17;64,32
90,38 ;4,25 ;27,44;9,39;7,23;65,28
90,38 ;4,38 ;22,09;10,2;6,08;69,36
90,38 ;4,50 ;17,06;11,62;6,83;52,32
90,38 ;4,63 ;13,47;14,08;6,72;52,32
90,38 ;4,75 ;10,78;13,67;6,42;52,56
90,38 ;4,88 ;8,5;14,44;7,08;33,84
90,38 ;5,00 ;8,66;12,31;8,05;16,8
90,38 ;5,13 ;9,16;9,91;8,09;13,2
90,38 ;5,25 ;8,62;8,5;8,34;12,96
90,38 ;5,38 ;7,78;5,97;7,11;11,52
90,38 ;5,50 ;7,28;5,77;6,73;9,12
90,38 ;5,63 ;7,22;6,08;6,02;12,48
90,38 ;5,75 ;7,41;5,88;4,69;11,76
90,38 ;5,88 ;8,22;5,98;4,73;14,64
90,38 ;6,00 ;7,16;5,78;4,38;19,2
90,38 ;6,13 ;7,25;5,69;4,69;20,88
90,38 ;6,25 ;5,62;5,19;4,3;17,28
90,38 ;6,38 ;4,44;5,16;4,86;13,92
90,38 ;6,50 ;3,91;4,89;5,23;11,52
90,38 ;6,63 ;3,03;5,42;4,77;8,88
90,38 ;6,75 ;2,72;5,39;4,39;9,6
90,38 ;6,88 ;2,56;5,58;3,05;7,68
90,38 ;7,00 ;3,12;6,95;2,52;12
90,38 ;7,13 ;2,66;7,3;2,23;13,92
90,38 ;7,25 ;3,19;7,36;2,22;20,4
90,38 ;7,38 ;3,69;7,45;2,41;16,8
90,38 ;7,50 ;2,41;7,25;2,06;15,6
90,38 ;7,63 ;2,06;5,95;1,3;14,64
90,38 ;7,75 ;2,38;6,25;1,06;13,44
90,38 ;7,88 ;2,69;6,36;1,27;14,16
90,38 ;8,00 ;1,84;5,89;1,14;8,16
90,38 ;8,13 ;1,84;5,77;1,12;5,28
90,38 ;8,25 ;1,53;5,83;1,14;2,4
90,38 ;8,38 ;1,38;4,59;1,23;1,68
90,38 ;8,50 ;1,62;4,66;1,06;0
90,38 ;8,63 ;1,5;5,66;1,14;0
90,38 ;8,75 ;1,19;4,83;0,56;0
90,38 ;8,88 ;0,59;2,62;0,38;0
90,38 ;9,00 ;0,66;2,69;0,25;0,24
90,38 ;9,13 ;0,47;2,66;0,22;0,24
90,38 ;9,25 ;0,69;2,08;0,27;0,24
90,38 ;9,38 ;0,75;1,94;0,2;0
90,38 ;9,50 ;0,59;1,22;0,2;0
90,38 ;9,63 ;0,69;1,02;0,11;0
90,38 ;9,75 ;0,5;0,58;0,2;0
90,38 ;9,88 ;0,62;0,55;0,12;0
90,38 ;10,00 ;0,47;0,5;0,19;0
90,50 ;-10,00 ;16;15,3;13,73;79,2
90,50 ;-9,88 ;17,94;16,22;14,34;76,08
90,50 ;-9,75 ;19,78;15,2;15,98;75,12
90,50 ;-9,63 ;19,94;13,72;17,12;71,76
90,50 ;-9,50 ;23,38;12,12;17,02;62,16
90,50 ;-9,38 ;22,94;12,14;16,33;58,32
90,50 ;-9,25 ;23,06;11,62;15,16;52,32
90,50 ;-9,13 ;21,31;10,72;14,53;46,8
90,50 ;-9,00 ;19,12;11,53;15,31;34,8
90,50 ;-8,88 ;19,41;12,25;17,81;27,6
90,50 ;-8,75 ;19,88;12,5;23,09;23,28
90,50 ;-8,63 ;19,06;12,89;31,33;27,84
90,50 ;-8,50 ;17,78;13,61;39,14;46,56
90,50 ;-8,38 ;16,97;11,8;30,67;52,56
90,50 ;-8,25 ;15,56;14,31;19,06;62,88
90,50 ;-8,13 ;16,06;16,22;17,8;71,76
90,50 ;-8,00 ;15,62;16,75;18,94;86,4
90,50 ;-7,88 ;17,66;17,88;18,61;77,28
90,50 ;-7,75 ;19,22;19,25;17,38;85,68
90,50 ;-7,63 ;19,38;19,48;19,05;87,84
90,50 ;-7,50 ;21,03;18,95;20,31;78
90,50 ;-7,38 ;20,28;19,62;20,22;66
90,50 ;-7,25 ;21,41;20,25;22,48;65,28
90,50 ;-7,13 ;20,56;17,48;22,94;64,08
90,50 ;-7,00 ;19,06;18,27;23,89;65,28
90,50 ;-6,88 ;16,59;19,2;23,52;69,12
90,50 ;-6,75 ;18,66;19,34;22,31;78
90,50 ;-6,63 ;19,38;21,33;22,08;84
90,50 ;-6,50 ;18;26,14;21,08;69,36
90,50 ;-6,38 ;17,09;27,05;22,77;52,32
90,50 ;-6,25 ;14,91;25,98;24,05;24,96
90,50 ;-6,13 ;17,12;25,86;24,59;22,32
90,50 ;-6,00 ;18,28;26,48;24,48;28,56
90,50 ;-5,88 ;18;24,19;21,61;24,72
90,50 ;-5,75 ;20,12;24,8;23,91;22,32
90,50 ;-5,63 ;18,97;23,86;24,41;16,32
90,50 ;-5,50 ;21,28;25,45;26,28;13,44
90,50 ;-5,38 ;19,5;27,23;28,7;10,08
90,50 ;-5,25 ;20,88;27,61;33,75;17,76
90,50 ;-5,13 ;18,84;25,58;30,03;23,76
90,50 ;-5,00 ;20,09;28,31;27,5;33,6
90,50 ;-4,88 ;20,84;29,33;26,8;29,04
90,50 ;-4,75 ;19,75;29,12;27,61;24,96
90,50 ;-4,63 ;19,75;29,69;31,55;29,04
90,50 ;-4,50 ;19,5;29,5;31,55;18,48
90,50 ;-4,38 ;18;30,2;30,14;6
90,50 ;-4,25 ;20,12;32;26,78;4,56
90,50 ;-4,13 ;19,34;32,2;22,86;2,4
90,50 ;-4,00 ;21,06;30,31;21,61;2,16
90,50 ;-3,88 ;21,59;29,31;20,34;1,68
90,50 ;-3,75 ;22,66;35,48;20,28;1,68
90,50 ;-3,63 ;24,41;32,95;21,52;1,44
90,50 ;-3,50 ;21,31;29,69;20,23;1,68
90,50 ;-3,38 ;20,53;33,83;21,03;4,8
90,50 ;-3,25 ;18,41;32,95;22;3,84
90,50 ;-3,13 ;19,5;31,83;20,47;0,72
90,50 ;-3,00 ;20,56;32,73;19,98;0
90,50 ;-2,88 ;21,25;28,27;15,67;0
90,50 ;-2,75 ;22,62;25,94;14,17;0
90,50 ;-2,63 ;21,09;26,56;13,25;0
90,50 ;-2,50 ;23,09;26,22;10,84;0
90,50 ;-2,38 ;21,81;25,55;9,81;0
90,50 ;-2,25 ;19,62;24,98;8,5;0
90,50 ;-2,13 ;21,28;24,45;8,16;0
90,50 ;-2,00 ;18,47;23,14;8,42;0
90,50 ;-1,88 ;16,16;22,81;9,38;0
90,50 ;-1,75 ;16,06;23,06;10,3;0
90,50 ;-1,63 ;15,59;22,31;10,25;0
90,50 ;-1,50 ;17,53;19,95;11,2;0
90,50 ;-1,38 ;15,03;16,98;11,05;0
90,50 ;-1,25 ;15,09;16,75;13,5;0,24
90,50 ;-1,13 ;14,44;17,94;12,52;0,96
90,50 ;-1,00 ;13,62;18,67;11,59;1,44
90,50 ;-0,88 ;13,72;19,2;11,39;5,52
90,50 ;-0,75 ;13;19,28;10,77;8,4
90,50 ;-0,63 ;14,91;19,78;13,05;8,88
90,50 ;-0,50 ;15,69;17,36;10,95;0,48
90,50 ;-0,38 ;17,16;14,83;9,19;12,72
90,50 ;-0,25 ;16,41;17,14;9,17;4,56
90,50 ;-0,13 ;17,12;19,89;9,44;3,36
90,50 ;0,00 ;16,31;20,67;9,7;5,04
90,50 ;0,13 ;15,59;21,2;8,81;5,76
90,50 ;0,25 ;16,19;20,72;9,34;3,6
90,50 ;0,38 ;15,56;20,03;9,33;4,32
90,50 ;0,50 ;15,38;19,52;8,8;7,68
90,50 ;0,63 ;16,56;16,58;8,78;16,32
90,50 ;0,75 ;15,56;13,81;8,42;14,64
90,50 ;0,88 ;14,03;14,58;8,47;10,56
90,50 ;1,00 ;13,53;14,73;8,38;4,32
90,50 ;1,13 ;11,22;13,56;9,5;3,84
90,50 ;1,25 ;10,72;13,14;10,06;2,16
90,50 ;1,38 ;11,66;12,8;11,81;4,08
90,50 ;1,50 ;10,72;11,11;14,67;4,56
90,50 ;1,63 ;10,75;11,92;13,2;5,52
90,50 ;1,75 ;12;11,7;11,44;3,84
90,50 ;1,88 ;10,81;11,97;10,14;2,64
90,50 ;2,00 ;11,62;11,69;8,28;1,44
90,50 ;2,13 ;11,34;10,58;7,69;2,64
90,50 ;2,25 ;13,19;12,16;9,33;3,84
90,50 ;2,38 ;13,28;11;9,59;6,48
90,50 ;2,50 ;14,34;10,08;14,34;24,48
90,50 ;2,63 ;13,97;8,98;14,48;25,44
90,50 ;2,75 ;14,75;10,27;13,84;28,32
90,50 ;2,88 ;21,94;12,16;11,95;26,64
90,50 ;3,00 ;32,5;12,66;10,67;24,96
90,50 ;3,13 ;35,31;12,42;10,34;24,48
90,50 ;3,25 ;30,69;12,94;13,44;23,04
90,50 ;3,38 ;31,06;15,73;14,38;22,08
90,50 ;3,50 ;38,88;19,92;13,86;38,16
90,50 ;3,63 ;34,66;25,27;11,53;51,36
90,50 ;3,75 ;29,34;26,12;10,19;46,56
90,50 ;3,88 ;30,22;19,8;12,27;45,6
90,50 ;4,00 ;29,72;13,89;10,55;54,48
90,50 ;4,13 ;27,38;12,14;10,12;56,64
90,50 ;4,25 ;20,56;10,42;7,45;57,6
90,50 ;4,38 ;15,56;10,58;6,52;56,4
90,50 ;4,50 ;15,03;11,38;6,38;42,48
90,50 ;4,63 ;13,41;12,06;6,8;45,84
90,50 ;4,75 ;10,88;11,91;5,67;31,44
90,50 ;4,88 ;8,28;11,83;6,64;22,08
90,50 ;5,00 ;8,25;12,44;8,05;12
90,50 ;5,13 ;9;10,81;8,22;13,68
90,50 ;5,25 ;10,09;9,67;7,89;16,08
90,50 ;5,38 ;8,75;6,91;6,86;17,76
90,50 ;5,50 ;8,03;6,28;7;12,72
90,50 ;5,63 ;6,91;6,14;6,31;9,84
90,50 ;5,75 ;6,78;5,88;4,75;9,12
90,50 ;5,88 ;7,25;7,09;4,23;10,08
90,50 ;6,00 ;6,53;6,23;3,81;13,68
90,50 ;6,13 ;7,53;6,84;4,36;11,76
90,50 ;6,25 ;5,94;6,36;4,38;10,08
90,50 ;6,38 ;3,81;5,78;4,66;7,92
90,50 ;6,50 ;3,56;5,48;4,88;4,8
90,50 ;6,63 ;2,69;5,45;4,66;5,28
90,50 ;6,75 ;2,31;6,38;4,25;4,8
90,50 ;6,88 ;2,34;6,69;3,39;4,32
90,50 ;7,00 ;2,94;7,88;2,94;4,32
90,50 ;7,13 ;3,31;8,84;2,22;5,28
90,50 ;7,25 ;3,19;7,53;2,61;5,04
90,50 ;7,38 ;3,25;7,09;2;8,16
90,50 ;7,50 ;2,5;6,53;1,89;0,96
90,50 ;7,63 ;2,94;6,78;1,28;1,44
90,50 ;7,75 ;2,94;6,95;1,28;0,96
90,50 ;7,88 ;2,59;5,69;1,3;3,6
90,50 ;8,00 ;1,59;5,2;1,14;1,92
90,50 ;8,13 ;1,5;5,72;1,25;1,2
90,50 ;8,25 ;1,28;5,83;1,19;1,2
90,50 ;8,38 ;1,41;5,19;1,14;1,92
90,50 ;8,50 ;1,75;4,2;1;0
90,50 ;8,63 ;1,5;4,19;1,17;0
90,50 ;8,75 ;1,06;3,62;0,94;0,24
90,50 ;8,88 ;0,75;2,91;0,84;0,48
90,50 ;9,00 ;0,66;3,08;0,38;0,24
90,50 ;9,13 ;0,53;1,94;0,27;0
90,50 ;9,25 ;0,62;1,75;0,28;0
90,50 ;9,38 ;0,56;1,36;0,25;0
90,50 ;9,50 ;0,53;1,5;0,22;2,88
90,50 ;9,63 ;0,53;0,86;0,11;1,68
90,50 ;9,75 ;0,44;0,69;0,25;0
90,50 ;9,88 ;0,47;0,97;0,14;0
90,50 ;10,00 ;0,47;1,02;0,23;0
90,63 ;-10,00 ;19,44;20,14;14;79,2
90,63 ;-9,88 ;25,25;20,92;15,64;79,92
90,63 ;-9,75 ;26,25;17,16;16,72;80,4
90,63 ;-9,63 ;26,88;13,72;16,42;77,76
90,63 ;-9,50 ;28;13,3;16,02;62,88
90,63 ;-9,38 ;24,94;12,67;15,47;59,28
90,63 ;-9,25 ;22,69;12,44;15,23;60,48
90,63 ;-9,13 ;23,78;11,62;15,73;63,84
90,63 ;-9,00 ;23,28;12;15,84;57,36
90,63 ;-8,88 ;21,53;12,89;17,52;47,28
90,63 ;-8,75 ;20,41;13,03;17,5;41,04
90,63 ;-8,63 ;18,69;15,11;19,23;36
90,63 ;-8,50 ;18,41;14,91;19,84;39,36
90,63 ;-8,38 ;18,5;14,22;17,95;42,48
90,63 ;-8,25 ;18,31;15,05;15,67;52,32
90,63 ;-8,13 ;19;15,78;18,38;54,96
90,63 ;-8,00 ;18,59;16,55;18,41;70,08
90,63 ;-7,88 ;19,66;18,25;18,23;72,48
90,63 ;-7,75 ;19,44;19,09;19,69;82,32
90,63 ;-7,63 ;22,31;20,02;19,98;87,84
90,63 ;-7,50 ;26,22;18,75;20,55;68,64
90,63 ;-7,38 ;24,88;19,52;21,5;66,24
90,63 ;-7,25 ;23,81;22,09;23,95;68,16
90,63 ;-7,13 ;20,84;20,5;25,06;74,16
90,63 ;-7,00 ;18,97;20,33;27,14;70,56
90,63 ;-6,88 ;17,62;19,95;26,39;76,8
90,63 ;-6,75 ;18,47;20,62;25,47;80,16
90,63 ;-6,63 ;18,41;23,42;22,03;85,2
90,63 ;-6,50 ;17,56;26,89;19,58;79,44
90,63 ;-6,38 ;16,72;27,52;20,59;71,04
90,63 ;-6,25 ;17,06;26,7;21,97;43,2
90,63 ;-6,13 ;18,91;27,8;26,06;46,08
90,63 ;-6,00 ;19,03;25,89;25,59;31,44
90,63 ;-5,88 ;18,06;24,28;23,58;31,2
90,63 ;-5,75 ;21,19;24,5;23,92;19,44
90,63 ;-5,63 ;19,56;24,56;24,14;12,24
90,63 ;-5,50 ;23,38;25,44;26,16;32,16
90,63 ;-5,38 ;22,22;29,61;28,02;22,8
90,63 ;-5,25 ;19,94;27,33;28,7;45,12
90,63 ;-5,13 ;17,88;25,97;25,48;59,52
90,63 ;-5,00 ;19,41;30,3;24;60,24
90,63 ;-4,88 ;19,09;29;24,66;51,36
90,63 ;-4,75 ;19,91;29,56;23,2;39,84
90,63 ;-4,63 ;19,09;29,02;25,72;16,32
90,63 ;-4,50 ;19,03;30,86;28,28;8,64
90,63 ;-4,38 ;20;30,55;27,86;6,96
90,63 ;-4,25 ;21,22;30,92;25,98;4,56
90,63 ;-4,13 ;20,59;32,73;22,77;2,4
90,63 ;-4,00 ;22,44;29,97;22,09;1,68
90,63 ;-3,88 ;22,5;30,25;22,62;2,16
90,63 ;-3,75 ;23,03;35,86;22,58;1,92
90,63 ;-3,63 ;23,12;35,3;22,19;1,68
90,63 ;-3,50 ;23,12;32,41;21,73;3,36
90,63 ;-3,38 ;20,69;34,73;20,89;2,88
90,63 ;-3,25 ;19,16;32,58;21,73;2,64
90,63 ;-3,13 ;19,84;31,31;20,75;0,72
90,63 ;-3,00 ;20,34;30,98;17,98;0
90,63 ;-2,88 ;22,47;28,56;15,28;0
90,63 ;-2,75 ;22,16;25,02;14,02;0
90,63 ;-2,63 ;19,94;25,92;12,67;0
90,63 ;-2,50 ;19,88;24,12;11,12;0
90,63 ;-2,38 ;19,12;25,5;10,08;0
90,63 ;-2,25 ;18,69;27,03;9,28;0
90,63 ;-2,13 ;20,12;25,16;9,22;0
90,63 ;-2,00 ;18,47;24,27;9,19;0
90,63 ;-1,88 ;17,97;24,77;10,22;0
90,63 ;-1,75 ;16,94;23,83;10,58;0
90,63 ;-1,63 ;16,44;21,97;10,53;0
90,63 ;-1,50 ;17,59;20,31;11,17;0
90,63 ;-1,38 ;17,19;19,42;12,23;1,68
90,63 ;-1,25 ;14,25;18,36;13,27;3,6
90,63 ;-1,13 ;15,28;20,75;12,91;3,12
90,63 ;-1,00 ;13,97;21,28;12,91;6,96
90,63 ;-0,88 ;14,59;19,88;14,09;11,52
90,63 ;-0,75 ;12,53;19,56;15,59;16,56
90,63 ;-0,63 ;14,34;19,11;16,56;18,96
90,63 ;-0,50 ;15,31;17,91;14,75;0,96
90,63 ;-0,38 ;17,44;17,41;11,97;9,84
90,63 ;-0,25 ;17,88;17,8;11,7;5,04
90,63 ;-0,13 ;16,38;19,7;12,08;4,08
90,63 ;0,00 ;14,78;20,55;11,22;5,76
90,63 ;0,13 ;15,19;21,44;10,89;6,24
90,63 ;0,25 ;15,41;21,34;11;4,32
90,63 ;0,38 ;14,22;20,47;10,98;4,08
90,63 ;0,50 ;14,94;16,94;9,41;6,96
90,63 ;0,63 ;15,62;14,19;8,94;13,44
90,63 ;0,75 ;14,62;14,19;8,7;14,64
90,63 ;0,88 ;12,69;14,19;9,53;9,12
90,63 ;1,00 ;13,03;13,25;9,23;4,32
90,63 ;1,13 ;12,28;13,89;9,45;4,32
90,63 ;1,25 ;10,75;13,66;10,61;2,16
90,63 ;1,38 ;12,12;13,39;11,44;2,16
90,63 ;1,50 ;11;11,16;11,34;1,68
90,63 ;1,63 ;10,59;11,53;11,7;2,88
90,63 ;1,75 ;10,69;11,19;10,59;2,64
90,63 ;1,88 ;10,41;11,22;9,16;0,72
90,63 ;2,00 ;11,44;10,08;8,48;0
90,63 ;2,13 ;11,75;10,12;7,78;2,16
90,63 ;2,25 ;13,03;11,23;11;2,88
90,63 ;2,38 ;13,12;10,25;13,41;4,8
90,63 ;2,50 ;12;8,75;16,34;22,08
90,63 ;2,63 ;11,88;8,75;13,36;20,88
90,63 ;2,75 ;14,62;10,56;13,33;22,08
90,63 ;2,88 ;24,88;11,23;11,31;25,68
90,63 ;3,00 ;36,28;13,84;10,25;26,88
90,63 ;3,13 ;34,31;14,14;11,36;26,4
90,63 ;3,25 ;25,53;13,64;14,11;25,68
90,63 ;3,38 ;25,38;15,53;13,3;24,24
90,63 ;3,50 ;32,19;17,95;11,62;38,64
90,63 ;3,63 ;29,38;27,14;10,09;45,84
90,63 ;3,75 ;27,22;30,86;9,55;43,68
90,63 ;3,88 ;33,66;21,73;11,17;42,48
90,63 ;4,00 ;30,75;14,28;10,48;48
90,63 ;4,13 ;22,22;12,2;10,47;54,72
90,63 ;4,25 ;13,28;11,08;7,78;56,4
90,63 ;4,38 ;11,59;11,22;6,7;52,32
90,63 ;4,50 ;12,5;10,58;6,84;40,08
90,63 ;4,63 ;11,28;11,48;6,41;31,92
90,63 ;4,75 ;10,75;12,09;5,41;26,64
90,63 ;4,88 ;10,75;12,06;5,84;17,52
90,63 ;5,00 ;10,31;12,52;7,59;7,44
90,63 ;5,13 ;10;10,77;7;15,36
90,63 ;5,25 ;9,41;9,89;6,77;21,36
90,63 ;5,38 ;7,78;6,97;5,89;21,36
90,63 ;5,50 ;7,94;6,41;7,08;13,92
90,63 ;5,63 ;7,09;6,52;6,92;12,48
90,63 ;5,75 ;5,81;6,44;4,66;8,88
90,63 ;5,88 ;5;8,44;4,5;8,4
90,63 ;6,00 ;5,03;7,12;3,91;12,24
90,63 ;6,13 ;6,62;7,62;4,5;9,36
90,63 ;6,25 ;5,41;7,45;4,16;6,72
90,63 ;6,38 ;3,41;7,05;4,69;5,76
90,63 ;6,50 ;3,09;7;4,8;3,12
90,63 ;6,63 ;2,75;6,36;4,48;2,64
90,63 ;6,75 ;2,44;6,78;3,64;2,16
90,63 ;6,88 ;2,78;7,16;3,67;0,72
90,63 ;7,00 ;3,12;8,89;3,11;3,36
90,63 ;7,13 ;3,31;8,84;2,91;1,92
90,63 ;7,25 ;2,75;7,58;2,25;3,36
90,63 ;7,38 ;2,59;6,89;1,97;0,24
90,63 ;7,50 ;2,66;5,95;1,8;0
90,63 ;7,63 ;3,19;8,14;1,34;0
90,63 ;7,75 ;2,22;8,38;1,44;0
90,63 ;7,88 ;2,31;5,95;1,19;0,24
90,63 ;8,00 ;1,66;5,78;1,3;0,48
90,63 ;8,13 ;1,5;6,23;1,45;0,48
90,63 ;8,25 ;1,59;6,55;1,45;0,24
90,63 ;8,38 ;1,47;6,17;1,77;0,96
90,63 ;8,50 ;1,53;5,05;2,14;0
90,63 ;8,63 ;1,56;4,98;1,42;0,24
90,63 ;8,75 ;1;2,56;1,28;0,48
90,63 ;8,88 ;0,69;3,08;0,78;0,24
90,63 ;9,00 ;0,69;2,66;0,77;0,24
90,63 ;9,13 ;0,66;1,78;0,39;0
90,63 ;9,25 ;0,75;1,28;0,23;0
90,63 ;9,38 ;0,5;1,52;0,23;0
90,63 ;9,50 ;0,56;1,39;0,34;4,8
90,63 ;9,63 ;0,47;0,92;0,11;2,64
90,63 ;9,75 ;0,5;0,89;0,17;0,48
90,63 ;9,88 ;0,41;0,86;0,2;0
90,63 ;10,00 ;0,5;0,81;0,31;0
90,75 ;-10,00 ;26,03;22,83;15;89,04
90,75 ;-9,88 ;27,56;27,55;16,3;91,68
90,75 ;-9,75 ;26,28;21,03;18,06;89,76
90,75 ;-9,63 ;26,44;14,48;17,7;86,88
90,75 ;-9,50 ;26,16;15,36;16,8;70,56
90,75 ;-9,38 ;25,81;15,48;16,81;63,12
90,75 ;-9,25 ;25,31;14,08;15,78;64,08
90,75 ;-9,13 ;24,38;13,36;15,27;67,92
90,75 ;-9,00 ;24,84;14,44;16,23;64,8
90,75 ;-8,88 ;22,38;13,95;16,58;58,56
90,75 ;-8,75 ;19,47;14,02;16,81;47,52
90,75 ;-8,63 ;18,91;16,48;17,02;49,92
90,75 ;-8,50 ;18,56;15,58;17,41;37,92
90,75 ;-8,38 ;19,03;15,19;16,55;44,16
90,75 ;-8,25 ;20,09;14,53;17,75;27,84
90,75 ;-8,13 ;21,69;16,22;17,05;37,2
90,75 ;-8,00 ;21,69;15,95;17,52;53,76
90,75 ;-7,88 ;21,56;17,73;18,02;58,8
90,75 ;-7,75 ;22,66;18,53;18,73;77,28
90,75 ;-7,63 ;27,03;20,62;17,95;77,04
